"Dr. Ahmad Fudhaili, M.Ag",UIN Syarif Hidayatullah Jakarta
"dr. Sity Kunarisasi, MARS",UIN Syarif Hidayatullah Jakarta
Alfiah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Muhammad Ridhwan,UIN Syarif Hidayatullah Jakarta
Rifaldi Kelana,UIN Jakarta
Banun Binaningrum,UIN Syarif Hidayatullah Jakarta
Rafid Mauludi,Universitas Islam Negeri Syarif Hidayatullah Jakarta
M. Iqbal Nur Aulia Fazri,UIN Syarif Hidayatullah Jakarta
Moehammad Zoelfikar Zabier,UIN SYARIF HIDAYATULLAH JAKARTA
Satrio Adjie Wibowo,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Dhea Urfina Zulkifli,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nanang Syaikhu,"jurnalistik, UIN Syarif Hidayatullah Jakarta"
Aa Saprudin,UIN Syarif Hidayatullah Jakarta
Ramza maulana,Mahasiswa Doctor Pengkajian Islam UIN Syarif Hidayatullah Jakarta
Syarif Hidayatullah,UIN Syarif Hidayatullah Jakarta
Alda Yuliana,Sejarah Peradaban Islam UIN Syarif Hidayatullah Jakarta
Masthuroh Zakiyah,UIN Syarif Hidayatullah Jakarta
Putri Yanda Fadila,"Pendidikan Matematika, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Nurmila Sari,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Aldi Mujiyanto,UIN Syarif Hidayatullah Jakarta
"Dr. Faizah, M.Pd UINJKT",UIN Syarif Hidayatullah Jakarta
Nadea Salsabila Putri,"Islamic History and Civilization Department, UIN Syarif Hidayatullah Jakarta"
Barry Sandy Sadewo,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Eva Marp'uah,UIN Syarif Hidayatullah Jakarta
Assifa Atsna Hanifa,UIN Syarif Hidayatullah Jakarta
Muhammad Ismail,UIN Syarif Hidayatullah Jakarta
Andromeda Nabella,"Teknik Pertambangan, UIN Syarif Hidayatullah Jakarta"
Hanna Hanifa Hira UIN,UIN Syarif Hidayatullah Jakarta
ALISA NURHIDAYAH,UIN Syarif Hidayatullah Jakarta
F Faisal,UIN Syarif Hidayatullah Jakarta
Hullatul Masruroh,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Sendi Ramadhan,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Navis Yusrizal,UIN Syarif Hidayatullah Jakarta
Masri Elmahsyar Bidin,UIN JAKARTA
nurhasan,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nia Tresniasari,UIN JAKARTA
Asrul Aziz,uin syarif hidayatullah jakarta
Muhammad Adam Hesa,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Arif Tjahjono,"Program Studi Fisika, Fakultas Sains dan Teknologi, UIN Syarif Hidayatullah Jakarta"
Jumroni UIN Jakarta,UIN Jakarta
Muchtar Ali,Uin Syarif Hidayatullah Jakarta
Fauziyyah Imma Rahmatillaili,UIN Syarif Hidayatullah Jakarta
Sentoso Hidayat,UIN Syarif Hidayatullah Jakarta
"Drs. Harun Rasyid, M.Ag.",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Rizki Mulyarahman,UIN Syarif Hidayatullah Jakarta
Abdul Haris,UIN Jakarta
Farah NH Agustina,UIN Syarif Hidayatullah Jakarta
Adang Asdari,UIN Syarif Hidayatullah Jakarta
Aden Achmaduddin Kamil El-Warits,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Adelina Vidya Ardiyati,UIN Syarif Hidayatullah Jakarta
Faisal Hilmi,"UIN Syarif Hidayatullah Jakarta, PKTQ (Pusat Kajian Tafsir Qur'an)"
Muhamad Syahril Sidiq,UIN Syarif Hidayatullah Jakarta
Lilis Ratnasari,UIN Syarif Hidayatullah Jakarta
Dwi Ratiningsih,UIN Syarif Hidayatullah Jakarta
Tiara Angelia,"student, UIN JAKARTA"
"Lisfa Sentosa Aisyah, MA",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Sahabuddin,UIN Syarif Hidayatullah Jakarta
"Dr Ridholloh,  M.Pd.I",Dosen UIN Syarif Hidayatullah Jakarta
Rurynta Ferly Shavira,"Dosen, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
WAWAN KURNIAWAN,Fakultas Ushuluddin UIN Syarif Hidayatullah Jakarta
Afrohul Ishmah Harahap,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Sukma Wijaya Hasibuan,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nurul Akhirati Hasanah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nabilah,UIN Jakarta
Fikri Fahrul Faiz,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Sarah Nidaul Hasanah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Musa Wardi,"Researcher, UIN Syarif Hidayatullah Jakarta"
Adenia Gustama,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Fandi Ahmadmarlion,UIN Syarif Hidayatullah Jakarta
Miellaty Hanifah,Student at Syarif Hidayatullah State Islamic University Jakarta
intan nurjannah,Universitas Islam Negeri Syarif hidayatullah Jakarta
Suhendra Fidkom UIN Jakarta,Dosen UIN Jakarta
Hiro Putra Faisal,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Shifany Maulida Hijjah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Muhammad Rozaan Dzakir,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Suci Amaliyah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Moh. Nuh HS,UIN Syarif Hidayatullah Jakarta
"M. Zacky Mubarok, MA",UIN Syarif Hidayatullah Jakarta
Ali Yansah (ORCID: 0000-0002-8807-9053),Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nur Ihsan Fajar Ramadhan,Universitas Islam Negeri Syarif Hidayatullah Jakarta
"Dr. Wirdah Fachiroh, Lc, MA",Universitas Islam Negeri (UIN) Syarif Hidayatullah Jakarta
"Bahriyadi,  M. Ag",UIN Syarif Hidayatullah Jakarta
Alvian Iqbal Zahasfan,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ahmad Afrizal Qosim,UIN Syarif Hidayatullah Jakarta
Linti Agustri Gutamuda,Syarif Hidayatullah State Islamic University Jakarta
Aghnin khulqi,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Nur Solikin,UIN Syarif Hidayatullah Jakarta
Saifiddaulah Shofiyullah,UIN Syarif Hidayatullah Jakarta
"Nuriyah, MM UIN Jakarta",UIN Syarif Hidayatullah Jakarta
Shivany Khanditia,UIN Syarif Hidayatullah Jakarta
"Farkhan Abdurochim Alfarauq, S.Pd",UIN Syarif Hidayatullah Jakarta
Nurmalia Agustin,"Sejarah Peradaban Islam, UIN Syarif Hidayatullah Jakarta"
"Andromeda Nabella, MT","DTT Teknik Pertambangan, UIN Syarif Hidayatullah Jakarta"
AWIEZ FATHWA ZEIN,"Mahasiswa, UIN Syarif Hidayatullah Jakarta"
Halimatussa'diah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Burhan,"Doktor Pend. Agama Islam, UIN Jakarta"
Muhammad Rasul Rawipahu,Universitas Islam Negeri Syarif Hidayatullah Jakarta
A. Faizul Mubin,UIN Syarif Hidayatullah Jakarta
"M. Hidayatulloh, Lc., MA",UIN Syarif Hidayatullah Jakarta
Laily Salma Hanum,Universitas Islam Negeri SYarif Hidayatullah Jakarta
Deva Yohana,UIN Syarif Hidayatullah Jakarta
Abiyyu Achmad Syahru Mubarok,UIN Syarif Hidayatullah Jakarta
Randy Putra Alamsyah,UIN Syarif Hidayatullah Jakarta
Bhahari Abdul Gani,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Elsa Balqis Shafira,Undergraduate Student of UIN Syarif Hidayatullah Jakarta
"Drs. Suhardi, M.Ag.",Universitas Islam Negeri Syarif Hidayatullah Jakarta
Zaenal Arifin,UIN SYARIF HIDAYATULLAH JAKARTA
Ahmad Ashfia,UIN Syarif Hidayatullah Jakarta
Nida Farida,UIN Syarif Hidayatullah Jakarta
Asnawati,UIN Jakarta
Rifdah Meidianty,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ananda Humaidah,Universitas Negeri Makassar; UIN Syarif Hidayatullah Jakarta
Wahyu Nugroho,"Sarjana Sosial, Universitas Islam Negeri Syarif Hidayatullah Jakarta"
Tanti Ariana,"Mahasiswa, UIN Syarif Hidayatullah Jakarta"
Aqidatul Islamiyah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Cantika Zahara Putri,Doctoral Student of Islamic Studies of Graduate School UIN Syarif Hidayatullah Jakarta
Al MUDZILL,Sps UIN Syarif Hidayatullah Jakarta
Amanda Haiqal,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Azizah,UIN Syarif Hidayatullah Jakarta
Rhedinanda Cartini,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Raabiul Akbar,SPS UIN Syarif Hidayatullah Jakarta
Muhammad Ichsan Rifqi,Universitas Islam negeri Syarif Hidayatullah Jakarta
Aris Munandar,Sekolah Pascasarjana UIN Syarif hidayatullah Jakarta
YAHYA RIVA'I,UIN Syarif Hidayatullah Jakarta
ahmad fadlan ramadlan,universitas islam negeri syarif hidayatullah jakarta
Bimo Aryo Tejo,"Lecturer, Faculty of Medicine UIN Jakarta"
Randi Alipullah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Ahmad Ridho,UIN Syarif Hidayatullah Jakarta
AL KAHFI,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Muhammad Fadhlurrahman Zakaria,"Master's Student of Arabic Language and Literature, UIN Syarif Hidayatullah Jakarta"
Raihan Firdaus Hadi Saputra,"Mahasiswa, UIN Syarif Hidayatullah Jakarta"
Anang Fajar Hasbi,"UIN Sunan Gunung Djati Bandung, UIN Syarif Hidayatullah Jakarta."
Nazalia Zahra,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Jihan Inayah,UIN Syarif Hidayatullah Jakarta
Robaiyadi,Uin Syarif Hidayatullah Jakarta
Nia Darmawati,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Rifqah Najwa Azizah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Yulianisa Dewi Kunthi,Universitas Islam Negeri Syarif Hidayatullah Jakarta
Riska Rafinia,"Sarjana Ilmu Perpustakaan, UIN Syarif Hidayatullah Jakarta"
Imas Fatonah,Universitas Islam Negeri Syarif Hidayatullah Jakarta
